checkpoint,arch,method,seed,domain,n_samples,source_T,raw_accuracy,raw_nll,raw_brier,raw_ece,raw_adaptive_ece,raw_classwise_ece,sourcets_accuracy,sourcets_nll,sourcets_brier,sourcets_ece,sourcets_adaptive_ece,sourcets_classwise_ece,oracle_T,oraclets_accuracy,oraclets_nll,oraclets_brier,oraclets_ece,oraclets_adaptive_ece,oraclets_classwise_ece
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_gaussian_noise_sev3,10000,1.3811187744140625,0.3217,4.028084,1.186685670641529,0.555177444434166,0.55517743781209,0.1237903267684864,0.3217,3.040291,1.1104047581597887,0.49449756755530827,0.49449761554598803,0.11661045266467147,2.882629632949829,0.3217,2.0142848,0.8631676913156477,0.21806658178120852,0.21806658545136454,0.0787607045101747
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_gaussian_noise_sev4,10000,1.3811187744140625,0.26,4.670313,1.3101550189629587,0.6198672741726041,0.619867313349247,0.13637169236467395,0.26,3.5016468,1.2292543196577435,0.5601067586228252,0.5600923353493213,0.12887219884225865,3.080259323120117,0.26,2.1880329,0.9195556591482497,0.25075304595679043,0.2504676116049289,0.08193864893864841
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_gaussian_noise_sev5,10000,1.3811187744140625,0.2181,5.1552157,1.3890170721995834,0.6618206682115793,0.6618206843852996,0.1445405235011445,0.2181,3.852291,1.3042687390604761,0.6014989264070989,0.6014017215251922,0.13684884696763705,3.2272229194641113,0.2181,2.312355,0.9533159296887519,0.2701008391678333,0.27001943543553353,0.08363092157322914
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_glass_blur_sev1,10000,1.3811187744140625,0.5339,2.2397697,0.7543031001308187,0.32114070906043046,0.32114072048068043,0.07443369631708599,0.5339,1.766575,0.7001566039726583,0.25608931970745324,0.25608930632174015,0.06658537008351646,2.223332643508911,0.5339,1.4490656,0.6244727044178693,0.09981972432732583,0.09981096167564392,0.05254640646694229
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_glass_blur_sev2,10000,1.3811187744140625,0.5587,2.0922663,0.719142821145966,0.3021980242580175,0.3021980370879173,0.07051007185341325,0.5587,1.6564953,0.6660423261864087,0.23716898249089718,0.23716898073852066,0.06274092126602307,2.155869245529175,0.5587,1.3839576,0.5978281446315066,0.09163871940672398,0.09163869004249574,0.05101872829220257
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_glass_blur_sev3,10000,1.3811187744140625,0.5947,1.8469437,0.6532960219326532,0.2676573053434491,0.2676573074221611,0.06281502771181986,0.5947,1.4767312,0.6051342784509322,0.20476688101440665,0.20447397774457926,0.0544324237927422,2.0535242557525635,0.5947,1.2717774,0.5519099670445566,0.08126204596757888,0.08030568317472936,0.04421108719566837
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_glass_blur_sev4,10000,1.3811187744140625,0.428,2.8852966,0.9355318715465583,0.41170717081725594,0.4113399740755557,0.09313667694940232,0.428,2.2496831,0.864501807736306,0.3405375048100948,0.3403755358576774,0.08348909739397932,2.4574575424194336,0.428,1.7358601,0.7366662087503941,0.13656728584766387,0.13656728332340717,0.05823255393544211
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_glass_blur_sev5,10000,1.3811187744140625,0.4709,2.5884607,0.8603003419360075,0.3695117250919342,0.36951173638105383,0.08401897247324465,0.4709,2.0352583,0.7948143984392642,0.2979089540824294,0.29790896931588656,0.07339306357879657,2.331852912902832,0.4709,1.6294122,0.6934867910618694,0.11554010795801878,0.11554010170102118,0.05224236505551263
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_impulse_noise_sev1,10000,1.3811187744140625,0.8283,0.7088695,0.27238033780297805,0.10260399693399666,0.10260403144359585,0.02425613076324924,0.8283,0.5889022,0.2565787546028862,0.06435547083169224,0.06435549184679985,0.02077590088877827,1.6366689205169678,0.8283,0.56312674,0.2501487913809891,0.03143080658018592,0.03245185453295707,0.019979507060558534
resnet18_denseft_s0,resnet18,denseft,0,cifar10c_impulse_noise_sev2,10000,1.3811187744140625,0.6857,1.3993951,0.4962800836864215,0.19863153258860114,0.19863155149221423,0.04671653431813931,0.6857,1.1337799,0.46125242207099343,0.14282611806690693,0.14282611663341524,0.04180637949149124,1.8928461074829102,0.6857,1.0186833,0.4339308642178041,0.055323229506611796,0.05632687432467938,0.03765696962353773
